age,city,country,finalWorth,firstName,gender,industries,lastName,rank,source
70,Kuala Lumpur,Malaysia,1400,Syed Mokhtar,M,Construction & Engineering,AlBukhary,2076,"engineering, automotive"
60,Cesena,Italy,1400,Nerio,M,Manufacturing,Alessandri,2076,gym equipment
68,Santiago,Chile,1400,Patricia,F,Diversified,Angelini Rossi,2076,"forestry, mining"
40,Atlanta,United States,1400,Tope,M,Technology,Awotona,2076,software
59,London,United Kingdom,1400,Elena,F,Construction & Engineering,Baturina,2076,"investments, real estate"
48,Treviso,Italy,1400,Sabrina,F,Fashion & Retail,Benetton,2076,"fashion retail, investments"
71,St. Wendel,Germany,1400,Thomas,M,Fashion & Retail,Bruch,2076,retail
60,Jakarta,Indonesia,1400,Marina,F,Technology,Budiman,2076,data centers
49,Aspen,United States,1400,Stewart,M,Technology,Butterfield,2076,messaging software
75,Taipei,Taiwan,1400,Richard,M,Real Estate,Chang,2076,"real estate, electronics"
48,Atherton,United States,1400,Tianqiao,M,Technology,Chen,2076,online games
54,Suzhou,China,1400,Wenyuan,M,Technology,Chen,2076,testing equipment
64,Hong Kong,Hong Kong,1400,Antares,M,Food & Beverage,Cheng,2076,liquor
63,Taoyuan,Taiwan,1400,Jong Hwa,M,Automotive,Chin,2076,auto parts
0,,,1400,Jyh-jer,M,Technology,Cho,2076,semiconductors
68,Houston,United States,1400,Jim,M,Sports,Crane,2076,"logistics, baseball"
54,San Mateo,United States,1400,Thierry,M,Technology,Cruanes,2076,software
55,San Carlos,United States,1400,Benoit,M,Technology,Dageville,2076,software
60,Las Vegas,United States,1400,Weili,F,Technology,Dai,2076,semiconductors
81,Dallas,United States,1400,Darwin,M,Service,Deason,2076,software
68,Sant'' Elpidio A Mare,Italy,1400,Diego,M,Fashion & Retail,Della Valle,2076,shoes
71,Zhongshan,China,1400,Yingzhong,M,Manufacturing,Deng,2076,paper
51,Quanzhou,China,1400,Shui Po,M,Fashion & Retail,Ding,2076,"sneakers, sportswear"
62,Monaco,Monaco,1400,Mark,M,Real Estate,Dixon,2076,office real estate
57,Hengshui,China,1400,Shuanghua,M,Manufacturing,Du,2076,steel
73,Delhi,India,1400,Mukand Lal,M,Fashion & Retail,Dua,2076,footwear
68,Delhi,India,1400,Ramesh Kumar,M,Fashion & Retail,Dua,2076,footwear
60,Haikou,China,1400,Minhua,F,Healthcare,Fan,2076,pharmaceuticals
55,Shunde,China,1400,Hongbo,M,Manufacturing,Fang,2076,home appliances
77,Las Vegas,United States,1400,William,M,Finance & Investments,Foley,2076,financial services
76,Sao Paulo,Brazil,1400,Jayme,M,Finance & Investments,Garfinkel,2076,insurance
76,Kolkata,India,1400,Radhe Shyam,M,Fashion & Retail,Goenka,2076,consumer goods
56,Belle Vernon,United States,1400,Maggie,F,Service,Hardy Knox,2076,building materials
43,Paris,France,1400,Ayman,M,Construction & Engineering,Hariri,2076,"construction, investments"
64,London,United Kingdom,1400,Christoph,M,Fashion & Retail,Henkel,2076,consumer goods
80,Kearney,United States,1400,Daniel,M,Fashion & Retail,Hirschfeld,2076,fashion retail
32,San Francisco,United States,1400,William,M,Finance & Investments,Hockey,2076,fintech
57,Ningbo,China,1400,Guanlin,M,Fashion & Retail,Huang,2076,"textiles, apparel"
60,Shenzhen,China,1400,Xiaofen,F,Technology,Huang,2076,printed circuit boards
52,New York,United States,1400,,M,Media & Entertainment,Jay-Z,2076,Multiple
71,Shanghai,China,1400,Yintai,M,Automotive,Jiang,2076,auto parts
55,Oslo,Norway,1400,Johan,M,Fashion & Retail,Johannson,2076,grocery stores
66,Delhi,India,1400,Ramesh,M,Healthcare,Juneja,2076,pharmaceuticals
63,Naples,United States,1400,Scott,M,Finance & Investments,Kapnick,2076,private equity
49,Moscow,Russia,1400,Viktor,M,Healthcare,Kharitonin,2076,pharmaceuticals
77,Seoul,South Korea,1400,Jun-ki,M,Diversified,Kim,2076,diversified
61,Seoul,South Korea,1400,Sang-yeol,M,Construction & Engineering,Kim,2076,construction
0,Berlin,Germany,1400,Christine,F,Manufacturing,Knauf,2076,building materials
0,Iphofen,Germany,1400,Karl,M,Manufacturing,Knauf,2076,building materials
73,Mumbai,India,1400,Yogesh,M,Manufacturing,Kothari,2076,specialty chemicals
74,Berlin,Germany,1400,Kurt,M,Fashion & Retail,Krieger,2076,furniture retailing
58,Istanbul,Turkey,1400,Mustafa,M,Fashion & Retail,Kucuk,2076,fashion retail
41,,Switzerland,1400,Sebastian,M,Finance & Investments,Kulczyk,2076,diversified
59,Atherton,United States,1400,Gary,M,Fashion & Retail,Lauder,2076,Estée Lauder
72,Hillsborough,United States,1400,Art,M,Diversified,Levinson,2076,"Genentech, Apple"
58,Shenzhen,China,1400,Li,M,Healthcare,Li,2076,pharmaceuticals
58,Shenzhen,China,1400,Guangwei,M,Manufacturing,Liang,2076,conglomerate
89,Taichung,Taiwan,1400,Scott,M,Technology,Lin,2076,optical components
51,Helsingborg,Sweden,1400,Jenny,F,Manufacturing,Lindén Urnes,2076,powdered metal
69,Moscow,Russia,1400,Anatoly,M,Metals & Mining,Lomakin,2076,investments
67,Chattanooga,United States,1400,Jeffrey,M,Manufacturing,Lorberbaum,2076,flooring
68,Denver,United States,1400,Gary,M,Media & Entertainment,Magness,2076,"cable TV, investments"
59,Changsha,China,1400,Zhongwu,M,Manufacturing,Mao,2076,manufacturing
59,Sao Luis,Brazil,1400,Ilson,M,Fashion & Retail,Mateus,2076,supermarkets
54,Moscow,Russia,1400,Vadim,M,Food & Beverage,Moshkovich,2076,"agriculture, land"
78,Tolleson,United States,1400,Jerry,M,Logistics,Moyes,2076,transportation
66,Ernakulam,India,1400,George Alexander,M,Finance & Investments,Muthoot,2076,financial services
69,Trivandrum,India,1400,George Jacob,M,Finance & Investments,Muthoot,2076,financial services
71,Kottayam,India,1400,George Thomas,M,Finance & Investments,Muthoot,2076,financial services
61,Delhi,India,1400,Sara George,F,Finance & Investments,Muthoot,2076,financial services
56,Tel Aviv,Israel,1400,Marius,M,Technology,Nacht,2076,software
43,New York,United States,1400,Adam,M,Real Estate,Neumann,2076,WeWork
54,"St. Brelade, Jersey",United Kingdom,1400,Simon,M,Technology,Nixon,2076,price comparison website
73,London,United Kingdom,1400,Stefan,M,Diversified,Olsson,2076,diversified
49,Bangalore,India,1400,Ranjan,M,Service,Pai,2076,education
68,Bergamo,Italy,1400,Antonio,M,Diversified,Percassi,2076,"real estate, diversified"
56,San Francisco,United States,1400,Mark,M,Technology,Pincus,2076,online games
42,Moscow,Russia,1400,Alexey,M,Healthcare,Repik,2076,pharmaceuticals
49,Chicago,United States,1400,Matthew,M,Finance & Investments,Roszak,2076,cryptocurrency
78,Mumbai,India,1400,Subhash,M,Real Estate,Runwal,2076,real estate
60,Santo Andre,Brazil,1400,Carlos,M,Healthcare,Sanchez,2076,generic drugs
84,Seattle,United States,1400,Martin,M,Real Estate,Selig,2076,real estate
70,Ahmedabad,India,1400,Bhadresh,M,Manufacturing,Shah,2076,engineering
0,Hangzhou,China,1400,Jianxiong,M,Energy,Shao,2076,photovoltaics
52,Singapore,Singapore,1400,Ping,F,Food & Beverage,Shu,2076,restaurants
39,San Francisco,United States,1400,Ben,M,Media & Entertainment,Silbermann,2076,social media
47,Provo,United States,1400,Jared,M,Technology,Smith,2076,cloud computing
48,Zhongshan,China,1400,Qinghuan,M,Technology,Sun,2076,lighting
43,London,United Kingdom,1400,Denis,M,Automotive,Sverdlov,2076,electric vehicles
78,Bangkok,Thailand,1400,Prachak,M,Manufacturing,Tangkaravakoon,2076,paints
74,Tombolo,Italy,1400,Lina,F,Finance & Investments,Tombolato,2076,financial services
67,Shanghai,China,1400,Jinquan,M,Real Estate,Tong,2076,real estate
70,Sao Paulo,Brazil,1400,Luiza Helena,F,Fashion & Retail,Trajano,2076,retail chain
76,Brisbane,Australia,1400,John,M,Real Estate,Van Lieshout,2076,real estate
89,Athens,Greece,1400,Vardis,M,Energy,Vardinoyannis & family,2076,oil and gas
51,Stockholm,Sweden,1400,Jens,M,Gambling & Casinos,von Bahr,2076,gambling products
0,Zhangzhou,China,1400,Fuji,M,Healthcare,Wang,2076,pharmaceuticals
68,Shenzhen,China,1400,Jian,M,Technology,Wang,2076,healthcare services
83,Zurich,Switzerland,1400,Werner O.,M,Manufacturing,Weber,2076,electronic components
46,Shanghai,China,1400,Lidong,M,Technology,Wei,2076,software
66,Bnei Atarot,Israel,1400,Drorit,F,Food & Beverage,Wertheim,2076,Coca Cola Israel
67,Nanjing,China,1400,Bo,M,Manufacturing,Wu,2076,machinery
76,Taipei,Taiwan,1400,Eugene,M,Finance & Investments,Wu,2076,finance
73,Wuhu,China,1400,Xushun,M,Diversified,Wu,2076,internet
59,Changsha,China,1400,Wenbo,M,Manufacturing,Xiang,2076,manufacturing
42,Shenzhen,China,1400,Swift,M,Technology,Xie,2076,drones
48,Shenzhen,China,1400,Bingzhong,M,Food & Beverage,Xu,2076,bars
59,Shenzhen,China,1400,Shaochun,M,Technology,Xu,2076,software
52,Taicang,China,1400,Junxu,M,Manufacturing,Yan,2076,Manufacturing
62,Yorktown Heights,United States,1400,George,M,Healthcare,Yancopoulos,2076,pharmaceuticals
64,Moscow,Russia,1400,Gavril,M,Finance & Investments,Yushvaev,2076,"precious metals, real estate"
56,Hong Kong,Hong Kong,1400,Jun,F,Manufacturing,Zhuo,2076,printed circuit boards
51,Stockholm,Sweden,1400,Fredrik,M,Gambling & Casinos,Österberg,2076,gambling products
79,Madrid,Spain,1300,Alberto,M,Finance & Investments,Alcocer,2190,investments
25,Oslo,Norway,1300,Alexandra,F,Diversified,Andresen,2190,investments
26,Oslo,Norway,1300,Katharina,F,Diversified,Andresen,2190,investments
54,Stockholm,Sweden,1300,Rutger,M,Real Estate,Arnhult,2190,real estate
71,Bangkok,Thailand,1300,Anant,M,Real Estate,Asavabhokhin,2190,real estate
65,Istanbul,Turkey,1300,Mehmet,M,Healthcare,Aydinlar,2190,hospitals
39,Singapore,Singapore,1300,Binny,M,Technology,Bansal,2190,flipkart
40,Bangalore,India,1300,Sachin,M,Fashion & Retail,Bansal,2190,flipkart
52,Campodoro,Italy,1300,Barbara,F,Fashion & Retail,Benetton,2190,"fashion retail, investments"
89,Casablanca,Morocco,1300,Othman,M,Finance & Investments,Benjelloun,2190,"banking, insurance"
78,Perth,Australia,1300,Angela,F,Metals & Mining,Bennett,2190,mining
57,Lipperswil,Switzerland,1300,Oleg,M,Diversified,Boyko,2190,diversified
43,Melsungen,Germany,1300,Anna Maria,F,Healthcare,Braun,2190,medical technology
74,Paris,France,1300,Edouard,M,Finance & Investments,Carmignac,2190,asset management
39,Monkton,United States,1300,Anthony,M,Technology,Casalena,2190,software
39,Beijing,China,1300,Jing,M,Technology,Chang,2190,technology
77,Kuala Lumpur,Malaysia,1300,Jeffrey,M,Real Estate,Cheah,2190,"property, healthcare"
58,Tongxiang,China,1300,Shiliang,M,Manufacturing,Chen,2190,polyester
54,Ningde,China,1300,Yuantai,M,Energy,Chen,2190,batteries
53,Hefei,China,1300,Xianfeng,M,Healthcare,Cheng,2190,pharmaceuticals
59,Hangzhou,China,1300,Jian,M,Manufacturing,Chu,2190,Manufacturing
73,Singapore,Singapore,1300,Thian Poh,M,Real Estate,Chua,2190,real estate
76,Madrid,Spain,1300,Alberto,M,Finance & Investments,Cortina,2190,investments
69,Budapest,Hungary,1300,Sandor,M,Diversified,Csanyi,2190,"finance, real estate"
82,Sao Paulo,Brazil,1300,Sasson,M,Finance & Investments,Dayan,2190,banking
59,Pune,India,1300,Anand,M,Technology,Deshpande,2190,technology
70,London,United Kingdom,1300,Richard,M,Media & Entertainment,Desmond,2190,publishing
86,Tel Aviv,Israel,1300,Shlomo,M,Finance & Investments,Eliahu,2190,insurance
64,Sao Paulo,Brazil,1300,Jose Roberto,M,Diversified,Ermirio de Moraes,2190,diversified
69,Sao Paulo,Brazil,1300,Jose,M,Diversified,Ermirio de Moraes Neto,2190,diversified
64,Tel Aviv,Israel,1300,David,M,Service,Fattal,2190,hotels
86,Houston,United States,1300,Marvy,M,Real Estate,Finger,2190,real estate
41,Truckee,United States,1300,Adam,M,Media & Entertainment,Foroughi,2190,mobile games
73,Boucherville,Canada,1300,Richard,M,Fashion & Retail,Fortin,2190,convinience stores
58,Sao Paulo,Brazil,1300,Luiz,M,Technology,Frias,2190,mobile payments
48,Tokyo,Japan,1300,Susumu,M,Media & Entertainment,Fujita,2190,internet media
44,Milan,Italy,1300,Simona,F,Construction & Engineering,Giorgetta,2190,chemical products
75,Mumbai,India,1300,Premchand,M,Healthcare,Godha,2190,pharmaceuticals
64,Moscow,Russia,1300,Mikhail,M,Energy,Gutseriev & brother,2190,"oil, real estate"
54,Wuxi,China,1300,Hong,F,Manufacturing,Hang,2190,machinery
78,Mexico City,Mexico,1300,Alfredo,M,Finance & Investments,Harp Helu,2190,"banking, investments"
52,Bratislava,Slovakia,1300,Jaroslav,M,Finance & Investments,Hascak,2190,investments
56,Kunming,China,1300,Zuxun,M,Food & Beverage,He,2190,pig breeding
69,Naples,United States,1300,David,M,Diversified,Hoffmann,2190,"executive search, investments"
81,Lille,France,1300,Francis,M,Food & Beverage,Holder,2190,bakeries
63,Jinhua,China,1300,Rongda,M,Manufacturing,Hu,2190,chemicals
62,Hangzhou,China,1300,Wei,M,Real Estate,Huang,2190,real estate
55,Moscow,Russia,1300,Zarakh,M,Real Estate,Iliev,2190,real estate
71,Locust Valley,United States,1300,Mitchell,M,Service,Jacobson,2190,industrial equipment
63,Dezhou,China,1300,Guiting,M,Manufacturing,Jiang,2190,manufacturing
56,Delhi,India,1300,Rajeev,M,Healthcare,Juneja,2190,phamaceuticals
64,Bristol,United Kingdom,1300,Peter,M,Technology,Kelly,2190,I.T.
49,Seoul,South Korea,1300,Nam-jung,M,Food & Beverage,Kim,2190,food
65,Bintulu,Malaysia,1300,Poh Ming,M,Metals & Mining,Koon,2190,aluminum
70,St. Petersburg,Russia,1300,Yuri,M,Finance & Investments,Kovalchuk,2190,"banking, insurance, media"
68,Highland Park,United States,1300,Michael,M,Technology,Krasny,2190,retail
68,Hong Kong,Hong Kong,1300,Raymond,M,Real Estate,Kwok,2190,real estate
76,Helsinki,Finland,1300,Heikki,M,Healthcare,Kyostila,2190,dental products
59,Seoul,South Korea,1300,Ho-jin,M,Diversified,Lee,2190,diversified
96,London,United Kingdom,1300,Bernard,M,Fashion & Retail,Lewis,2190,fashion retailer
60,Ruzhou,China,1300,Fengluan,F,Diversified,Li,2190,"steel, diversified"
44,Shenzhen,China,1300,Hua,M,Finance & Investments,Li,2190,financial services
42,Beijing,China,1300,Ruiqiang,M,Healthcare,Li,2190,medical services
46,Xiamen,China,1300,Zhijun,M,Healthcare,Lin,2190,medical devices
48,Xiamen,China,1300,Zhixiong,M,Healthcare,Lin,2190,medical devices
59,Hong Kong,Hong Kong,1300,Ming Hui,M,Energy,Liu,2190,natural gas distribution
71,Liaocheng,China,1300,Xuejing,M,Diversified,Liu,2190,"copper, poultry"
58,Shanghai,China,1300,Yonghua,M,Technology,Lu,2190,electronics
53,Hangzhou,China,1300,Zhaoxi,M,Technology,Lu,2190,e-commerce
67,San Diego,United States,1300,Frederic,M,Technology,Luddy,2190,software
54,Zhengzhou,China,1300,Yongjun,M,Healthcare,Miao,2190,clinical diagnostics
57,London,United Kingdom,1300,Martin,M,Logistics,Moller Nielsen,2190,aircraft leasing
67,Sao Paulo,Brazil,1300,Neide Helena de,F,Diversified,Moraes,2190,diversified
81,Tokyo,Japan,1300,Yoshiko,F,Real Estate,Mori,2190,real estate
77,Mumbai,India,1300,Mofatraj,M,Real Estate,Munot,2190,real estate
66,New York,United States,1300,Randal,M,Finance & Investments,Nardone,2190,"investments, energy"
49,Moscow,Russia,1300,God,M,Real Estate,Nisanov,2190,real estate
58,Kiev,Ukraine,1300,Vadim,M,Metals & Mining,Novinsky,2190,steel
69,Nagpur,India,1300,Satyanarayan,M,Manufacturing,Nuwal,2190,industrial explosives
63,Los Altos,United States,1300,John,M,Technology,Ocampo,2190,semiconductors
51,Hohhot,China,1300,Gang,M,Food & Beverage,Pan,2190,dairy
89,Cleveland,United States,1300,Forrest,M,Healthcare,Preston,2190,health care
39,Bangalore,India,1300,Riju,M,Technology,Raveendran,2190,edtech
64,Hyderabad,India,1300,P.P.,M,Construction & Engineering,Reddy,2190,infrastructure
52,Hyderabad,India,1300,P.V.Krishna,M,Construction & Engineering,Reddy,2190,infrastructure
54,Hyderabad,India,1300,Satish,M,Healthcare,Reddy,2190,pharmaceuticals
87,Geneva,Switzerland,1300,Lily,F,Finance & Investments,Safra,2190,banking
40,Los Angeles,United States,1300,Richard ,M,Fashion & Retail,Saghian,2190,fast fashion
76,Istanbul,Turkey,1300,Deniz,F,Diversified,Sahenk,2190,diversified
61,London,United Kingdom,1300,Thomas,M,Finance & Investments,Sandell,2190,hedge funds
80,Tokyo,Japan,1300,Hajime,M,Gambling & Casinos,Satomi,2190,"video games, pachinko"
65,Atherton,United States,1300,James,M,Technology,Scapa,2190,software
41,San Francisco,United States,1300,Paul,M,Media & Entertainment,Sciarra,2190,Pinterest
69,Kazan,Russia,1300,Albert,M,Diversified,Shigaboutdinov,2190,"refinery, chemicals"
96,Saitama,Japan,1300,Nobutoshi,M,Fashion & Retail,Shimamura,2190,retail
63,Singapore,Singapore,1300,Ron,M,Fashion & Retail,Sim,2190,retail
42,Munich,Germany,1300,Alexander,M,Automotive,Sixt,2190,car rentals
39,Munich,Germany,1300,Konstantin,M,Automotive,Sixt,2190,car rentals
78,Canberra,Australia,1300,Terry,M,Real Estate,Snow,2190,"airports, real estate"
50,Milan,Italy,1300,Marco,M,Construction & Engineering,Squinzi,2190,chemical products
50,Milan,Italy,1300,Veronica,F,Construction & Engineering,Squinzi,2190,chemical products
72,Melbourne,Australia,1300,Manny,M,Manufacturing,Stul,2190,toys
68,Kazan,Russia,1300,Rustem,M,Energy,Sulteev,2190,"refinery, chemicals"
60,Las Vegas,United States,1300,Sehat,M,Technology,Sutardja,2190,semiconductors
69,Manila,Philippines,1300,Tony,M,Food & Beverage,Tan Caktiong,2190,food
82,Hong Kong,Hong Kong,1300,Jim,M,Logistics,Thompson,2190,logistics
78,,Andorra,1300,Carmen,F,Manufacturing,Thyssen,2190,"investments, art"
66,Cincinnati,United States,1300,August,M,Healthcare,Troendle,2190,pharmaceutical services
80,Baarn,Netherlands,1300,Joop,M,Media & Entertainment,van den Ende,2190,TV shows
50,Chennai,India,1300,Sekar,M,Technology,Vembu,2190,business software
62,Milan,Italy,1300,Sandro,M,Fashion & Retail,Veronesi,2190,fashion
81,Luohe,China,1300,Long,M,Food & Beverage,Wan,2190,food
34,Shanghai,China,1300,Han,M,Diversified,Wang,2190,airline
59,Hangzhou,China,1300,Jianyi,M,Technology,Wang,2190,fiber optic cables
56,Suzhou,China,1300,Qinghua,M,Manufacturing,Wang,2190,electric equipment
59,Yunfu,China,1300,Pengcheng,M,Food & Beverage,Wen,2190,agribusiness
79,Paoli,United States,1300,Alfred,M,Finance & Investments,West,2190,money management
65,Cisco,United States,1300,Dan,M,Energy,Wilks,2190,natural gas
70,Cisco,United States,1300,Farris,M,Energy,Wilks,2190,natural gas
58,Jiaozuo,China,1300,Gang,M,Manufacturing,Xu,2190,Chemicals
57,Huaibei city,China,1300,Jin,M,Food & Beverage,Xu,2190,wine
37,San Francisco,United States,1300,Tony,M,Technology,Xu,2190,food delivery service
52,Foshan,China,1300,Yanqiao,M,Food & Beverage,Ye,2190,soy sauce
41,Jacksonville,United States,1300,Patrick,M,Real Estate,Zalupski,2190,homebuilding
59,Nantong,China,1300,Shengda,M,Diversified,Zan,2190,diversified
53,Changsha,China,1300,Chaoyi,M,Manufacturing,Zeng,2190,aluminum products
70,Nanjing,China,1300,Guiping,M,Real Estate,Zhang,2190,real estate
51,Beijing,China,1300,Peng,M,Service,Zhao,2190,online recruitment
50,Taizhou,China,1300,Zhiguo,M,Healthcare,Zheng,2190,drugs
48,Kiev,Ukraine,1300,Kostyantin,M,Metals & Mining,Zhevago,2190,mining
64,Shenzhen,China,1300,Mingjie,M,Technology,Zhou,2190,lighting installations
62,Suzhou,China,1300,Xingliang,M,Construction & Engineering,Zhu,2190,construction
0,Shanghai,China,1300,Yiwen,M,Healthcare,Zhu,2190,healthcare
0,Jinan,China,1300,Yanmin,M,Manufacturing,Zong,2190,Semiconductor materials
51,Jaipur,India,1200,Sanjay,M,Finance & Investments,Agarwal,2324,banking
62,Doha,Qatar,1200,Hamad bin Jassim bin Jaber,M,Finance & Investments,Al Thani,2324,investments
67,Manila,Philippines,1200,Betty,F,Food & Beverage,Ang,2324,foods
43,London,United Kingdom,1200,Christian,M,Finance & Investments,Angermayer,2324,investments
55,Helsinki,Finland,1200,Mika,M,Energy,Anttonen,2324,oil & gas
59,Gstaad,Switzerland,1200,Jose Maria,M,Metals & Mining,Aristrain,2324,steel
54,Mexico City,Mexico,1200,Emilio,M,Media & Entertainment,Azcarraga Jean,2324,TV broadcasting
85,Aspen,United States,1200,Thomas,M,Finance & Investments,Bailey,2324,money management
55,Moscow,Russia,1200,Andrei,M,Manufacturing,Bokarev,2324,"metals, mining"
55,Lens,Switzerland,1200,Stephane,M,Real Estate,Bonvin,2324,real estate
70,Pune,India,1200,Ashok,M,Manufacturing,Boob,2324,specialty chemicals
32,Melsungen,Germany,1200,Ludwig Theodor,M,Healthcare,Braun,2324,medical technology
38,Melsungen,Germany,1200,Friederike,F,Healthcare,Braun-Luedicke,2324,medical technology
79,Delhi,India,1200,Pradip,M,Food & Beverage,Burman,2324,consumer goods
0,Lianyungang,China,1200,Hongbin,M,Healthcare,Cai,2324,pharmaceuticals
0,Taipei,Taiwan,1200,Kuo-Cheng,M,Logistics,Chang,2324,Transportation
63,Shangyu,China,1200,Jiancheng,M,Manufacturing,Chen,2324,manufacturing
54,Shantou,China,1200,Xueling,F,Manufacturing,Chen,2324,stationery
57,Changzhou,China,1200,Lili,M,Food & Beverage,Cheng,2324,poultry breeding
83,Ventura,United States,1200,Yvon,M,Fashion & Retail,Chouinard,2324,Patagonia
82,Modena,Italy,1200,Luigi,M,Food & Beverage,Cremonini,2324,meat processing
63,Atherton,United States,1200,Tim,M,Finance & Investments,Draper,2324,cryptocurrency
54,Beijing,China,1200,Zhaoxia,F,Energy,Fan,2324,photovoltaic equipment
55,Moscow,Russia,1200,Gleb,M,Telecom,Fetisov,2324,investments
68,San Francisco,United States,1200,Robert,M,Fashion & Retail,Fisher,2324,Gap
65,San Francisco,United States,1200,William,M,Fashion & Retail,Fisher,2324,Gap
64,New York,United States,1200,J. Christopher,M,Finance & Investments,Flowers,2324,investments
65,Rottendorf,Germany,1200,Bernd,M,Fashion & Retail,Freier,2324,fashion retail
65,Beijing,China,1200,Diangen,M,Technology,Geng,2324,Internet
48,Bnei Brak,Israel,1200,Dan,M,Metals & Mining,Gertler,2324,mining
56,Redwood City,United States,1200,David,M,Finance & Investments,Girouard,2324,fintech
67,Fort Worth,United States,1200,John,M,Real Estate,Goff,2324,real estate
62,New York,United States,1200,Lawrence,M,Finance & Investments,Golub,2324,private equity
78,Stockholm,Sweden,1200,Sven,M,Finance & Investments,Hagströmer,2324,financial services
41,London,United Kingdom,1200,Fahed,M,Construction & Engineering,Hariri,2324,"construction, investments"
74,Philadelphia,United States,1200,Richard,M,Fashion & Retail,Hayne,2324,Urban Outfitters
65,Chengdu,China,1200,Yamin,M,Manufacturing,He,2324,manufacturing
72,Melbourne,Australia,1200,Michael,M,Finance & Investments,Heine,2324,financial services
35,Helsinki,Finland,1200,Heikki,M,Manufacturing,Herlin,2324,"elevators, escalators"
45,Beijing,China,1200,Feng,M,Technology,Hong,2324,smartphones
52,Qinhuangdao,China,1200,Kun,M,Healthcare,Hu,2324,medical equipment
55,Chongqing,China,1200,Hongyun,M,Real Estate,Huang,2324,real estate
65,Qidong,China,1200,Shanbing,M,Technology,Huang,2324,semiconductors
70,Shenzhen,China,1200,Shih Tsai,M,Real Estate,Huang,2324,real estate
54,Foshan,China,1200,Wenbiao,M,Food & Beverage,Huang,2324,soy sauce
75,London,United Kingdom,1200,Mohammed,M,Telecom,Ibrahim,2324,communications
67,Dusseldorf,Germany,1200,Hedda,F,Finance & Investments,im Brahm-Droege,2324,investments
73,Mumbai,India,1200,Rameshchandra,M,Manufacturing,Jain,2324,textiles
56,Singapore,Singapore,1200,Laurent,M,Technology,Junique,2324,call centers
59,Cieszyn,Poland,1200,Zbigniew,M,Diversified,Juroszek,2324,"real estate, gambling"
70,Bangkok,Thailand,1200,Chatchai,M,Finance & Investments,Kaewbootta,2324,auto loans
65,Tainan,Taiwan,1200,Shirley,F,Food & Beverage,Kao,2324,food & beverage retailing
37,Istanbul,Turkey,1200,Ipek,F,Diversified,Kirac,2324,diversified
57,,Switzerland,1200,Carsten,M,Sports,Koerl,2324,sports data
61,Moscow,Russia,1200,Andrei,M,Energy,Kosogov,2324,Banking
53,Incline Village,United States,1200,John,M,Media & Entertainment,Krystynak,2324,mobile games
55,Jakarta,Indonesia,1200,John,M,Finance & Investments,Kusuma,2324,banking
72,,Indonesia,1200,Hartono,M,Food & Beverage,Kweefanus,2324,food manufacturing
66,Singapore,Singapore,1200,Leng Peck,M,Diversified,Kwek,2324,diversified
41,London,United Kingdom,1200,Kristo,M,Finance & Investments,Käärmann,2324,"payments, banking"
62,Montreal,Canada,1200,Guy,M,Media & Entertainment,Laliberté,2324,Cirque du Soleil
60,,South Korea,1200,Sang-ryul,M,Manufacturing,Lee,2324,chemicals
40,Seoul,South Korea,1200,Seung-gun,M,Technology,Lee,2324,fintech
54,Haikou,China,1200,Hongjing,M,Automotive,Li,2324,auto parts
44,Beijing,China,1200,Wanqiang,M,Technology,Li,2324,smartphones
44,Xiamen,China,1200,Hongyan,M,Media & Entertainment,Lu,2324,online games
60,Beijing,China,1200,Dalong,M,Telecom,Lv,2324,telecom services
62,Munich,Germany,1200,Carsten,M,Finance & Investments,Maschmeyer,2324,finance services
50,San Francisco,United States,1200,Todd,M,Technology,McKinnon,2324,software
66,Belo Horizonte,Brazil,1200,Rubens,M,Diversified,Menin Teixeira de Souza,2324,"home building, banking"
56,Felcsút,Hungary,1200,Lorinc,M,Diversified,Meszaros,2324,diversified
81,,,1200,Ulrich,M,Automotive,Mommert,2324,lighting
50,Seoul,South Korea,1200,Kwan-ho,M,Media & Entertainment,Park,2324,online games
86,McLean,United States,1200,George,M,Manufacturing,Pedersen,2324,defense contractor
48,Mexico City,Mexico,1200,David,M,Construction & Engineering,Penaloza Alanis,2324,toll roads
65,Wels,Austria,1200,Stefan,M,Automotive,Pierer,2324,automotive
81,Jakarta,Indonesia,1200,Murdaya,M,Diversified,Poo,2324,diversified
69,Far Hills,United States,1200,Michael,M,Finance & Investments,Price,2324,investments
39,,United States,1200,Leonid,M,Technology,Radvinsky,2324,e-commerce
76,Moscow,Russia,1200,Megdet,M,Finance & Investments,Rahimkulov & family,2324,investments
58,Lugano,Switzerland,1200,Andrei,M,Finance & Investments,Rappoport,2324,investments
54,Hyderabad,India,1200,Dasari Uday Kumar,M,Technology,Reddy,2324,cloud communications
75,Madrid,Spain,1200,Helena,F,Service,Revoredo,2324,security services
65,Palm Beach,United States,1200,Duke,M,Food & Beverage,Reyes,2324,beer distribution
76,Tokyo,Japan,1200,Nobutada,M,Food & Beverage,Saji,2324,beverages
69,Tarrytown,United States,1200,Leonard,M,Healthcare,Schleifer,2324,pharmaceuticals
60,Kazan,Russia,1200,Airat,M,Energy,Shaimiev,2324,"refinery, chemicals"
57,Kazan,Russia,1200,Radik,M,Energy,Shaimiev,2324,"refinery, chemicals"
43,Delhi,India,1200,Vijay Shekhar,M,Service,Sharma,2324,financial technology
